EmployeeID,Age,Gender,Department,JobRole,EducationField,BusinessTravel,MaritalStatus,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,TrainingTimesLastYear,PerformanceRating,Attrition
735,51,Male,Sales,Manager,Other,Non-Travel,Married,11190,Yes,2,4,10,2,3,4,No
736,54,Male,Sales,Sales Executive,Life Sciences,Travel_Frequently,Married,5199,Yes,1,1,5,0,2,3,No
737,41,Female,Human Resources,Human Resources,Medical,Travel_Frequently,Married,8125,Yes,4,4,4,1,4,3,No
738,18,Male,Research & Development,Laboratory Technician,Marketing,Non-Travel,Single,15760,No,3,4,13,9,1,4,No
739,38,Male,Sales,Sales Executive,Medical,Non-Travel,Single,16371,No,1,3,20,2,6,3,No
740,23,Male,Research & Development,Laboratory Technician,Life Sciences,Travel_Frequently,Divorced,18886,Yes,1,3,4,4,1,3,No
741,26,Male,Human Resources,Human Resources,Other,Travel_Frequently,Single,10785,No,1,1,18,10,6,3,No
742,30,Female,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Married,14788,No,1,4,17,4,3,4,No
743,28,Female,Sales,Manager,Medical,Non-Travel,Single,7067,Yes,1,3,12,9,3,4,No
744,59,Male,Sales,Sales Executive,Other,Non-Travel,Single,8570,No,3,3,3,0,6,3,No
745,56,Male,Human Resources,Human Resources,Marketing,Travel_Rarely,Divorced,7675,No,3,2,13,5,3,4,No
746,60,Female,Sales,Manager,Medical,Non-Travel,Divorced,14906,No,3,1,16,1,2,3,No
747,29,Female,Sales,Sales Representative,Other,Travel_Frequently,Married,9800,Yes,2,3,7,7,5,3,No
748,39,Female,Research & Development,Laboratory Technician,Life Sciences,Travel_Frequently,Divorced,2730,Yes,2,4,2,2,2,3,No
749,28,Female,Research & Development,Laboratory Technician,Technical Degree,Travel_Frequently,Divorced,14971,No,2,1,8,1,0,4,No
750,27,Male,Research & Development,Laboratory Technician,Other,Non-Travel,Single,18409,Yes,3,1,11,0,0,4,No
751,55,Male,Research & Development,Research Scientist,Medical,Travel_Rarely,Married,16145,No,3,4,17,10,5,4,No
752,37,Male,Sales,Sales Representative,Other,Non-Travel,Divorced,19751,No,4,2,10,6,4,3,No
753,55,Male,Sales,Sales Representative,Marketing,Non-Travel,Divorced,7682,No,1,4,0,0,0,3,No
754,59,Male,Human Resources,Human Resources,Marketing,Travel_Frequently,Divorced,6463,Yes,3,2,6,1,1,3,No
755,41,Male,Human Resources,Human Resources,Technical Degree,Travel_Rarely,Married,8174,Yes,3,2,1,1,2,3,No
756,29,Male,Sales,Sales Representative,Medical,Travel_Rarely,Single,14863,No,2,2,19,2,0,4,No
757,54,Female,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Divorced,16863,No,2,4,8,2,6,4,No
758,44,Male,Sales,Sales Representative,Medical,Travel_Frequently,Single,16836,Yes,2,3,7,3,4,3,Yes
759,55,Male,Sales,Manager,Medical,Travel_Rarely,Divorced,12785,No,4,1,9,3,3,3,No
760,33,Female,Sales,Sales Representative,Technical Degree,Non-Travel,Married,16093,Yes,1,4,9,6,0,4,No
761,56,Male,Sales,Sales Executive,Other,Travel_Rarely,Divorced,14529,Yes,4,1,7,3,5,4,No
762,41,Male,Sales,Sales Representative,Marketing,Non-Travel,Divorced,4780,No,1,1,10,10,0,3,No
763,27,Male,Research & Development,Research Scientist,Life Sciences,Travel_Frequently,Single,11292,No,4,2,16,3,2,3,No
764,35,Female,Human Resources,Human Resources,Life Sciences,Travel_Frequently,Single,15393,Yes,2,3,5,5,0,4,No
765,39,Male,Sales,Sales Representative,Life Sciences,Travel_Frequently,Single,14431,Yes,4,4,5,2,1,3,No
766,55,Female,Research & Development,Laboratory Technician,Other,Travel_Frequently,Married,5193,No,3,1,14,10,6,3,No
767,31,Female,Research & Development,Laboratory Technician,Marketing,Travel_Frequently,Divorced,18986,Yes,4,3,9,2,6,3,No
768,25,Male,Sales,Sales Representative,Medical,Non-Travel,Divorced,9100,Yes,1,1,1,0,1,4,No
769,50,Female,Human Resources,Human Resources,Other,Non-Travel,Divorced,11377,No,4,1,13,2,5,4,No
770,27,Female,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,Divorced,3835,Yes,1,3,14,6,3,3,No
771,50,Female,Research & Development,Research Scientist,Life Sciences,Non-Travel,Married,15308,Yes,2,4,17,4,2,3,Yes
772,34,Female,Research & Development,Laboratory Technician,Technical Degree,Travel_Frequently,Married,2644,Yes,4,4,9,6,5,3,No
773,55,Male,Research & Development,Laboratory Technician,Marketing,Travel_Frequently,Married,17591,Yes,3,1,19,0,5,4,No
774,56,Female,Research & Development,Laboratory Technician,Other,Non-Travel,Married,6531,Yes,2,1,12,9,5,3,Yes
775,30,Female,Human Resources,Human Resources,Technical Degree,Non-Travel,Single,10921,No,4,2,13,9,1,3,Yes
776,45,Female,Research & Development,Research Scientist,Medical,Travel_Frequently,Divorced,7967,Yes,4,1,20,4,4,4,No
777,43,Male,Research & Development,Laboratory Technician,Medical,Travel_Frequently,Divorced,7404,Yes,4,4,7,3,6,3,Yes
778,20,Male,Research & Development,Laboratory Technician,Marketing,Non-Travel,Married,16661,No,1,1,5,2,5,4,No
779,51,Female,Human Resources,Human Resources,Technical Degree,Non-Travel,Divorced,3152,No,2,3,18,0,4,3,No
780,29,Male,Research & Development,Laboratory Technician,Medical,Travel_Rarely,Divorced,8672,No,2,4,3,1,4,4,No
781,26,Male,Sales,Manager,Marketing,Travel_Frequently,Married,8050,Yes,1,3,11,9,1,3,No
782,33,Female,Sales,Manager,Marketing,Travel_Rarely,Divorced,6560,Yes,3,4,19,0,2,3,No
783,43,Female,Human Resources,Human Resources,Other,Non-Travel,Divorced,15075,Yes,2,2,14,2,4,3,No
784,21,Male,Sales,Sales Representative,Technical Degree,Travel_Rarely,Married,3797,Yes,4,4,11,1,0,4,No
785,23,Female,Sales,Sales Representative,Medical,Travel_Frequently,Single,8879,Yes,1,4,5,5,3,4,No
786,25,Female,Sales,Sales Representative,Marketing,Travel_Rarely,Married,4720,No,1,4,1,1,5,4,No
787,41,Male,Human Resources,Human Resources,Other,Travel_Frequently,Married,18141,No,4,2,17,2,5,3,No
788,22,Female,Sales,Sales Representative,Life Sciences,Non-Travel,Married,16804,Yes,4,4,6,1,6,3,No
789,60,Female,Research & Development,Laboratory Technician,Other,Non-Travel,Divorced,18062,Yes,4,1,8,1,2,4,No
790,43,Female,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Married,11019,No,4,3,11,10,1,4,No
791,50,Female,Sales,Sales Executive,Other,Travel_Rarely,Single,19532,No,2,1,3,1,1,4,Yes
792,28,Male,Human Resources,Human Resources,Marketing,Non-Travel,Single,5160,Yes,4,1,17,8,6,4,No
793,25,Female,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Married,9154,Yes,1,4,9,9,2,3,No
794,59,Female,Sales,Manager,Technical Degree,Non-Travel,Divorced,11811,Yes,4,4,5,2,2,4,No
795,60,Male,Human Resources,Human Resources,Life Sciences,Non-Travel,Single,2765,No,2,1,9,3,5,4,No
796,60,Male,Sales,Sales Representative,Medical,Non-Travel,Married,14626,Yes,4,2,5,4,4,4,No
797,29,Male,Sales,Sales Executive,Technical Degree,Travel_Rarely,Married,16939,Yes,2,1,5,3,3,3,No
798,58,Female,Research & Development,Laboratory Technician,Other,Travel_Frequently,Single,7846,Yes,4,1,6,3,2,4,No
799,20,Male,Human Resources,Human Resources,Technical Degree,Non-Travel,Married,9225,Yes,4,1,16,10,4,4,No
800,23,Male,Sales,Sales Representative,Medical,Travel_Rarely,Single,17426,Yes,2,3,10,10,4,3,No
801,57,Male,Sales,Sales Executive,Other,Non-Travel,Married,19389,Yes,3,3,17,10,4,3,No
802,52,Male,Sales,Manager,Technical Degree,Non-Travel,Single,7817,Yes,3,1,5,1,4,3,No
803,31,Male,Sales,Sales Executive,Technical Degree,Travel_Rarely,Married,6845,Yes,3,2,15,9,6,4,Yes
804,36,Male,Research & Development,Research Scientist,Technical Degree,Non-Travel,Divorced,3857,No,3,3,4,4,4,3,No
805,47,Female,Research & Development,Laboratory Technician,Marketing,Non-Travel,Divorced,7136,Yes,1,4,20,9,6,3,No
806,27,Female,Research & Development,Laboratory Technician,Life Sciences,Travel_Rarely,Single,12346,No,3,1,19,0,6,3,No
807,53,Female,Sales,Manager,Marketing,Travel_Rarely,Divorced,7681,Yes,4,2,16,4,4,3,No
808,27,Female,Research & Development,Laboratory Technician,Life Sciences,Non-Travel,Divorced,3857,No,4,1,20,8,2,4,No
809,36,Male,Research & Development,Laboratory Technician,Life Sciences,Non-Travel,Married,7478,Yes,4,3,0,0,1,3,No
810,52,Male,Sales,Sales Representative,Medical,Travel_Rarely,Married,7680,Yes,4,3,9,5,4,4,No
811,54,Female,Sales,Manager,Medical,Travel_Rarely,Married,8352,Yes,4,3,11,1,5,3,No
812,60,Female,Human Resources,Human Resources,Marketing,Travel_Frequently,Single,18145,No,3,3,16,0,6,4,No
813,47,Female,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,Single,14601,Yes,3,2,1,0,1,4,No
814,54,Female,Human Resources,Human Resources,Medical,Travel_Frequently,Single,11793,No,3,4,11,1,6,4,No
815,22,Male,Human Resources,Human Resources,Marketing,Travel_Frequently,Single,9841,No,1,4,1,0,3,3,No
816,55,Female,Research & Development,Laboratory Technician,Other,Travel_Frequently,Divorced,14921,Yes,4,4,3,1,1,4,Yes
817,22,Female,Research & Development,Laboratory Technician,Medical,Travel_Rarely,Married,18590,Yes,2,4,1,0,5,3,No
818,40,Female,Sales,Manager,Life Sciences,Travel_Rarely,Divorced,10242,No,3,4,20,6,4,4,No
819,39,Female,Research & Development,Laboratory Technician,Medical,Travel_Rarely,Single,3232,No,3,3,20,3,1,4,No
820,59,Male,Human Resources,Human Resources,Marketing,Travel_Frequently,Divorced,3636,No,4,3,6,1,0,3,No
821,40,Female,Human Resources,Human Resources,Other,Travel_Rarely,Single,14328,No,4,3,18,10,0,4,No
822,45,Female,Sales,Sales Representative,Technical Degree,Non-Travel,Single,14612,No,1,1,7,7,6,4,No
823,53,Male,Human Resources,Human Resources,Other,Non-Travel,Single,3164,Yes,3,2,11,9,5,3,No
824,59,Male,Human Resources,Human Resources,Technical Degree,Non-Travel,Divorced,19551,Yes,3,4,16,1,3,3,No
825,20,Male,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,Single,6374,No,2,3,4,0,1,3,No
826,23,Male,Sales,Manager,Marketing,Travel_Rarely,Divorced,3962,No,4,1,13,5,2,3,No
827,53,Female,Sales,Sales Executive,Life Sciences,Travel_Rarely,Single,17625,No,2,4,12,6,0,4,No
828,59,Female,Human Resources,Human Resources,Medical,Travel_Rarely,Divorced,2765,Yes,3,2,6,1,4,3,No
829,40,Female,Research & Development,Research Scientist,Other,Non-Travel,Married,14078,No,2,1,4,4,1,3,No
830,27,Male,Sales,Manager,Marketing,Non-Travel,Married,17624,No,1,1,20,5,3,4,No
831,52,Female,Human Resources,Human Resources,Marketing,Non-Travel,Divorced,13313,No,2,4,3,3,5,4,No
832,26,Female,Human Resources,Human Resources,Medical,Non-Travel,Married,3773,Yes,1,3,11,2,6,3,No
833,34,Male,Sales,Sales Representative,Marketing,Non-Travel,Single,17873,Yes,1,1,16,2,5,4,No
834,41,Female,Research & Development,Research Scientist,Other,Travel_Rarely,Single,7112,Yes,4,3,14,6,1,4,No
835,34,Male,Sales,Sales Representative,Other,Travel_Frequently,Married,16241,No,3,4,16,5,0,3,No
836,37,Male,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Married,4735,Yes,1,4,18,2,6,4,No
837,30,Female,Human Resources,Human Resources,Marketing,Non-Travel,Single,19275,Yes,4,1,12,2,2,3,Yes
838,51,Female,Sales,Manager,Life Sciences,Travel_Rarely,Single,15093,No,2,1,3,3,5,4,No
839,38,Male,Research & Development,Research Scientist,Medical,Travel_Rarely,Married,5262,Yes,2,1,13,8,3,4,Yes
840,60,Female,Human Resources,Human Resources,Other,Travel_Rarely,Single,19994,No,1,3,3,0,4,4,No
841,47,Male,Research & Development,Laboratory Technician,Marketing,Travel_Frequently,Divorced,15637,Yes,4,1,14,9,5,3,No
842,21,Male,Human Resources,Human Resources,Medical,Travel_Rarely,Married,18391,Yes,3,3,7,7,5,4,No
843,49,Female,Human Resources,Human Resources,Technical Degree,Non-Travel,Divorced,12608,Yes,4,4,14,3,2,3,Yes
844,24,Female,Sales,Manager,Other,Non-Travel,Single,10926,No,4,2,9,9,1,3,No
845,54,Male,Sales,Sales Representative,Marketing,Travel_Rarely,Divorced,11701,Yes,1,2,16,7,3,4,No
846,38,Male,Sales,Manager,Medical,Non-Travel,Single,14927,No,2,3,7,5,4,3,No
847,29,Female,Sales,Sales Representative,Life Sciences,Non-Travel,Single,19101,Yes,4,2,16,5,2,4,No
848,35,Female,Sales,Sales Executive,Life Sciences,Travel_Frequently,Divorced,10164,No,3,3,8,7,5,4,No
849,35,Female,Sales,Manager,Technical Degree,Non-Travel,Married,8126,Yes,4,4,2,2,4,3,No
850,47,Male,Sales,Sales Representative,Other,Travel_Frequently,Single,7430,No,1,1,17,4,4,3,No
851,48,Male,Human Resources,Human Resources,Medical,Travel_Frequently,Married,14230,Yes,3,4,2,1,2,3,No
852,23,Female,Human Resources,Human Resources,Medical,Non-Travel,Married,16385,No,3,1,16,10,6,3,No
853,32,Female,Research & Development,Research Scientist,Other,Non-Travel,Divorced,5007,No,2,2,9,3,5,3,No
854,55,Female,Human Resources,Human Resources,Life Sciences,Travel_Frequently,Single,3707,Yes,3,2,19,10,0,3,No
855,18,Male,Human Resources,Human Resources,Other,Travel_Rarely,Married,4526,No,1,1,16,4,1,4,No
856,45,Male,Sales,Sales Representative,Life Sciences,Non-Travel,Married,5950,Yes,1,4,10,0,1,4,No
857,29,Female,Research & Development,Laboratory Technician,Technical Degree,Travel_Frequently,Divorced,7796,Yes,3,2,13,9,5,3,No
858,34,Female,Research & Development,Research Scientist,Life Sciences,Travel_Frequently,Married,5585,Yes,4,3,5,2,0,3,No
859,18,Female,Sales,Manager,Marketing,Non-Travel,Married,7508,Yes,3,2,3,3,6,4,No
860,48,Female,Sales,Sales Executive,Other,Non-Travel,Married,18313,Yes,2,4,13,0,4,4,No
861,40,Female,Human Resources,Human Resources,Other,Travel_Frequently,Married,16163,No,2,1,1,0,6,3,No
862,20,Male,Sales,Manager,Other,Travel_Frequently,Married,7037,Yes,2,1,17,0,2,4,No
863,54,Female,Sales,Sales Representative,Life Sciences,Travel_Frequently,Single,9687,No,3,2,13,7,5,3,Yes
864,53,Female,Research & Development,Research Scientist,Medical,Non-Travel,Divorced,5668,No,4,2,11,5,4,3,No
865,37,Female,Human Resources,Human Resources,Medical,Non-Travel,Divorced,17817,No,3,3,0,0,6,3,No
866,56,Female,Sales,Sales Executive,Other,Non-Travel,Married,12196,Yes,2,1,5,0,1,3,No
867,46,Female,Sales,Manager,Life Sciences,Non-Travel,Married,14433,Yes,4,4,15,2,3,4,No
868,38,Female,Sales,Sales Representative,Marketing,Non-Travel,Single,13981,No,2,2,2,1,2,4,No
869,25,Female,Human Resources,Human Resources,Marketing,Travel_Frequently,Divorced,5168,No,3,1,9,8,2,4,Yes
870,25,Male,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Single,12741,Yes,3,3,1,0,1,4,No
871,28,Male,Research & Development,Research Scientist,Life Sciences,Travel_Frequently,Married,18654,Yes,4,3,17,3,1,3,No
872,41,Female,Human Resources,Human Resources,Life Sciences,Non-Travel,Divorced,10279,Yes,2,2,17,0,6,4,No
873,60,Female,Sales,Sales Executive,Medical,Non-Travel,Single,6442,Yes,1,4,18,7,0,3,No
874,30,Male,Human Resources,Human Resources,Medical,Travel_Frequently,Divorced,19038,Yes,3,4,8,2,1,4,No
875,29,Male,Human Resources,Human Resources,Other,Travel_Frequently,Single,13020,No,3,3,14,5,1,4,No
876,21,Female,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Married,19415,No,4,4,13,0,2,4,No
877,34,Female,Research & Development,Research Scientist,Marketing,Travel_Frequently,Married,4757,Yes,4,4,16,9,4,4,Yes
878,27,Male,Research & Development,Laboratory Technician,Other,Travel_Rarely,Divorced,16731,Yes,1,1,7,3,5,3,No
879,60,Male,Human Resources,Human Resources,Technical Degree,Travel_Rarely,Divorced,8641,Yes,1,1,11,5,3,4,No
880,45,Male,Sales,Sales Executive,Life Sciences,Travel_Frequently,Divorced,4483,Yes,2,2,6,1,5,4,No
881,41,Female,Human Resources,Human Resources,Marketing,Non-Travel,Divorced,7553,Yes,3,2,11,6,1,3,No
882,49,Female,Research & Development,Research Scientist,Technical Degree,Travel_Rarely,Single,11746,No,4,1,17,8,4,4,No
883,22,Male,Sales,Sales Representative,Marketing,Travel_Frequently,Married,16630,No,4,4,7,6,5,4,No
884,38,Male,Research & Development,Research Scientist,Life Sciences,Non-Travel,Single,7697,No,2,4,4,0,4,4,No
885,52,Female,Sales,Sales Executive,Life Sciences,Travel_Frequently,Divorced,8403,No,3,4,9,0,4,3,No
886,20,Female,Human Resources,Human Resources,Medical,Non-Travel,Single,8849,No,1,3,16,0,1,4,No
887,48,Male,Sales,Sales Representative,Other,Travel_Rarely,Married,18540,No,3,4,3,3,5,3,No
888,28,Female,Research & Development,Laboratory Technician,Other,Non-Travel,Divorced,11431,Yes,1,4,9,7,2,3,No
889,23,Male,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,Married,13159,No,4,2,19,3,2,4,No
890,57,Male,Human Resources,Human Resources,Other,Travel_Frequently,Married,8142,Yes,4,4,17,6,5,3,No
891,52,Male,Sales,Manager,Other,Non-Travel,Married,16724,Yes,2,2,2,1,0,3,No
892,21,Female,Research & Development,Laboratory Technician,Life Sciences,Travel_Rarely,Married,4570,No,2,4,12,9,6,4,No
893,33,Female,Research & Development,Research Scientist,Technical Degree,Travel_Rarely,Married,12450,No,2,4,14,0,6,4,No
894,52,Male,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Divorced,11286,Yes,1,3,2,1,0,4,No
895,52,Female,Human Resources,Human Resources,Marketing,Non-Travel,Single,3960,No,4,2,5,5,5,3,No
896,30,Male,Sales,Sales Executive,Medical,Non-Travel,Married,15260,Yes,2,3,3,3,3,3,No
897,54,Female,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Married,17429,No,2,4,0,0,5,4,No
898,49,Female,Research & Development,Research Scientist,Marketing,Travel_Frequently,Married,13651,Yes,3,1,16,4,1,3,No
899,57,Male,Sales,Sales Executive,Marketing,Travel_Rarely,Divorced,4373,Yes,3,1,0,0,6,3,Yes
900,55,Male,Human Resources,Human Resources,Other,Non-Travel,Single,11524,Yes,4,1,3,2,5,4,No
901,59,Male,Human Resources,Human Resources,Medical,Travel_Frequently,Single,15255,Yes,2,1,9,5,6,4,No
902,42,Male,Research & Development,Laboratory Technician,Marketing,Non-Travel,Divorced,8547,Yes,3,3,8,1,4,3,No
903,36,Male,Sales,Manager,Marketing,Travel_Frequently,Single,9949,Yes,3,3,9,9,3,3,No
904,40,Female,Research & Development,Research Scientist,Other,Travel_Rarely,Single,11919,Yes,3,4,11,4,2,3,No
905,55,Female,Human Resources,Human Resources,Other,Travel_Rarely,Married,4064,Yes,3,2,4,2,2,4,Yes
906,38,Male,Sales,Manager,Marketing,Travel_Rarely,Married,9525,No,3,2,18,1,6,4,No
907,39,Male,Sales,Sales Executive,Medical,Non-Travel,Single,7447,No,1,4,13,3,4,3,No
908,59,Male,Human Resources,Human Resources,Marketing,Travel_Rarely,Single,5820,No,2,1,0,0,1,4,No
909,51,Female,Sales,Sales Executive,Technical Degree,Travel_Rarely,Divorced,7564,Yes,2,4,16,1,6,4,No
910,30,Male,Sales,Sales Executive,Marketing,Travel_Rarely,Single,15329,Yes,2,1,5,4,3,4,No
911,26,Female,Human Resources,Human Resources,Marketing,Non-Travel,Married,3077,No,3,2,11,10,1,3,No
912,56,Female,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Single,6055,No,3,4,20,10,6,4,No
913,59,Female,Research & Development,Research Scientist,Life Sciences,Non-Travel,Divorced,7784,Yes,1,3,3,3,2,4,Yes
914,59,Female,Human Resources,Human Resources,Other,Travel_Rarely,Single,5773,Yes,4,2,13,4,0,4,No
915,24,Male,Research & Development,Laboratory Technician,Life Sciences,Travel_Frequently,Married,11879,No,1,2,3,1,3,4,Yes
916,34,Female,Sales,Sales Executive,Medical,Non-Travel,Married,11866,No,4,1,20,1,1,3,No
917,37,Female,Human Resources,Human Resources,Medical,Travel_Frequently,Married,7779,Yes,1,4,8,2,0,4,No
918,60,Female,Sales,Manager,Marketing,Non-Travel,Single,12354,No,4,1,2,2,5,3,No
919,46,Male,Human Resources,Human Resources,Technical Degree,Non-Travel,Divorced,4701,Yes,1,2,17,0,6,3,No
920,45,Male,Human Resources,Human Resources,Technical Degree,Travel_Rarely,Single,8007,Yes,1,3,7,7,5,4,No
921,59,Female,Human Resources,Human Resources,Life Sciences,Non-Travel,Divorced,16773,Yes,2,3,2,2,4,3,No
922,33,Male,Sales,Manager,Other,Non-Travel,Divorced,9525,Yes,2,4,12,2,5,3,No
923,60,Female,Sales,Sales Executive,Marketing,Travel_Rarely,Married,4067,Yes,3,3,8,8,3,4,No
924,51,Female,Research & Development,Research Scientist,Technical Degree,Travel_Rarely,Single,18271,Yes,2,3,17,0,1,3,No
925,20,Male,Research & Development,Laboratory Technician,Medical,Travel_Rarely,Divorced,12119,Yes,2,3,10,10,1,3,No
926,49,Female,Human Resources,Human Resources,Other,Travel_Rarely,Single,3802,No,3,4,8,5,6,4,No
927,44,Male,Sales,Sales Executive,Technical Degree,Non-Travel,Single,12864,No,1,2,13,4,0,3,No
928,45,Male,Research & Development,Laboratory Technician,Other,Non-Travel,Divorced,7295,No,2,1,11,2,4,4,No
929,32,Female,Sales,Sales Representative,Life Sciences,Non-Travel,Divorced,18044,Yes,4,1,7,2,4,4,No
930,30,Female,Human Resources,Human Resources,Other,Non-Travel,Single,16681,Yes,3,4,12,5,5,4,No
931,45,Female,Research & Development,Research Scientist,Other,Non-Travel,Single,13411,Yes,3,3,12,5,1,4,No
932,38,Female,Sales,Sales Executive,Other,Travel_Frequently,Married,15987,Yes,1,2,17,3,5,3,No
933,18,Male,Research & Development,Laboratory Technician,Technical Degree,Non-Travel,Single,7260,Yes,2,3,2,2,6,4,No
934,18,Female,Human Resources,Human Resources,Marketing,Travel_Frequently,Married,9375,No,2,2,10,6,3,4,No
935,18,Female,Sales,Manager,Marketing,Travel_Rarely,Single,11437,Yes,1,3,4,4,0,3,No
936,25,Female,Sales,Sales Representative,Other,Travel_Frequently,Married,3613,Yes,4,1,4,3,5,4,No
937,30,Female,Research & Development,Laboratory Technician,Marketing,Non-Travel,Married,16133,No,2,2,9,8,0,3,No
938,53,Female,Sales,Sales Executive,Technical Degree,Travel_Rarely,Married,10173,No,1,4,7,7,5,4,No
939,48,Female,Sales,Sales Executive,Technical Degree,Travel_Frequently,Single,3974,No,4,4,14,0,0,4,No
940,29,Female,Research & Development,Research Scientist,Marketing,Travel_Rarely,Divorced,11714,Yes,2,4,7,7,2,4,No
941,49,Female,Research & Development,Laboratory Technician,Life Sciences,Non-Travel,Married,5183,No,1,1,3,2,3,4,No
942,20,Female,Research & Development,Research Scientist,Technical Degree,Non-Travel,Married,16677,Yes,2,1,10,3,5,4,No
943,38,Female,Research & Development,Research Scientist,Marketing,Travel_Rarely,Divorced,16775,Yes,1,1,6,2,2,4,No
944,60,Male,Research & Development,Laboratory Technician,Marketing,Travel_Frequently,Divorced,11406,Yes,3,1,7,4,4,3,No
945,53,Female,Research & Development,Research Scientist,Technical Degree,Non-Travel,Married,7873,No,1,2,14,4,6,4,No
946,55,Male,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,Single,6281,No,2,2,5,5,4,3,No
947,52,Male,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Single,4227,Yes,2,2,19,4,5,4,No
948,20,Female,Sales,Sales Executive,Medical,Travel_Rarely,Single,17246,No,1,1,20,10,6,4,No
949,39,Male,Research & Development,Research Scientist,Marketing,Non-Travel,Married,10377,Yes,2,4,1,0,2,3,No
950,54,Male,Research & Development,Research Scientist,Marketing,Travel_Frequently,Married,7469,No,2,2,10,10,5,4,No
951,36,Male,Research & Development,Research Scientist,Medical,Travel_Rarely,Divorced,10191,Yes,4,1,13,6,6,4,No
952,37,Female,Research & Development,Research Scientist,Other,Non-Travel,Single,15180,No,3,2,7,4,6,3,No
953,34,Male,Human Resources,Human Resources,Marketing,Travel_Frequently,Single,10782,No,1,4,15,10,1,3,No
954,57,Male,Research & Development,Research Scientist,Technical Degree,Travel_Frequently,Married,6581,Yes,1,4,8,6,1,4,No
955,58,Male,Sales,Manager,Marketing,Travel_Rarely,Married,12384,No,4,4,3,2,3,3,No
956,32,Female,Sales,Manager,Medical,Non-Travel,Married,17822,Yes,1,1,12,6,5,3,No
957,48,Male,Sales,Manager,Technical Degree,Travel_Rarely,Married,9636,No,4,2,17,10,1,4,No
958,58,Male,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,Single,14148,No,2,1,10,1,4,4,No
959,48,Female,Sales,Manager,Technical Degree,Travel_Frequently,Divorced,15339,No,2,1,6,5,3,3,No
960,34,Female,Sales,Sales Executive,Medical,Travel_Frequently,Single,5756,No,3,3,5,5,4,4,No
961,42,Female,Sales,Manager,Life Sciences,Non-Travel,Divorced,12491,No,1,4,11,2,2,3,No
962,48,Female,Human Resources,Human Resources,Other,Non-Travel,Single,4985,Yes,2,4,5,0,3,4,No
963,48,Male,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Married,11679,No,3,4,3,3,1,4,No
964,44,Male,Sales,Manager,Other,Non-Travel,Married,5761,Yes,4,4,12,10,1,3,Yes
965,25,Female,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,Married,14600,Yes,1,4,15,3,1,3,No
966,37,Female,Human Resources,Human Resources,Life Sciences,Travel_Frequently,Married,18751,Yes,4,3,16,0,4,3,No
967,31,Female,Human Resources,Human Resources,Marketing,Non-Travel,Married,7986,No,2,3,11,8,0,4,No
968,52,Female,Research & Development,Laboratory Technician,Other,Non-Travel,Divorced,18281,Yes,1,2,19,3,2,4,No
969,21,Female,Sales,Sales Executive,Life Sciences,Non-Travel,Single,13634,No,4,4,7,3,5,3,No
970,56,Male,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,Married,16208,Yes,4,1,1,1,5,4,No
971,36,Male,Research & Development,Research Scientist,Technical Degree,Travel_Frequently,Single,8125,Yes,4,4,17,7,4,3,No
972,31,Male,Research & Development,Research Scientist,Technical Degree,Travel_Frequently,Married,10192,No,1,4,11,7,5,3,No
973,56,Female,Sales,Sales Representative,Medical,Travel_Rarely,Divorced,2703,Yes,3,4,17,10,5,4,No
974,54,Female,Sales,Sales Executive,Technical Degree,Non-Travel,Single,12841,Yes,4,3,15,2,2,4,No
975,25,Male,Research & Development,Laboratory Technician,Technical Degree,Travel_Frequently,Single,15049,No,4,3,1,1,0,4,No
976,58,Female,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Divorced,9430,No,2,2,5,0,6,3,No
977,60,Male,Sales,Sales Executive,Other,Travel_Rarely,Divorced,9176,Yes,3,4,1,0,0,4,No
978,22,Female,Human Resources,Human Resources,Other,Non-Travel,Married,7039,No,3,3,2,1,3,3,No
979,43,Female,Human Resources,Human Resources,Other,Travel_Frequently,Single,2963,Yes,3,1,17,2,6,3,No
980,26,Male,Research & Development,Research Scientist,Marketing,Non-Travel,Married,14691,No,2,4,0,0,5,3,No
981,21,Male,Sales,Manager,Other,Non-Travel,Divorced,13450,No,2,3,15,3,1,3,No
